timestamp,domain,retriever,reranker,stage,version,corpus_representation,corpus_granularity,query_context_mode,anchor_preprocessing,n_queries,n_articles,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mrr,notes
2026-02-28 03:34:07,money-heist,roberta-base,,retrieval,8,title_full,article,anchor_sentence,raw,1000,267,0.013,0.026,0.028,0.06,0.133,0.29,0.514,0.0353,
2026-02-28 03:34:07,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,1000,267,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,
2026-02-28 03:34:07,money-heist,roberta-base,,retrieval,9,title_full,article,anchor_sentence,raw,1000,267,0.013,0.022,0.029,0.059,0.108,0.258,0.454,0.032,
2026-02-28 03:34:07,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,1000,267,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,
2026-02-28 03:34:08,money-heist,roberta-base,,retrieval,10,title_full,article,anchor_sentence,raw,1000,267,0.016,0.016,0.038,0.075,0.161,0.321,0.529,0.0401,
2026-02-28 03:34:08,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,1000,267,0.036,0.037,0.038,0.038,0.038,0.038,0.038,0.0366,
2026-02-28 03:34:08,money-heist,roberta-base,,retrieval,11,title_full,article,anchor_sentence,raw,1000,267,0.013,0.025,0.028,0.059,0.126,0.272,0.471,0.0341,
2026-02-28 03:34:08,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,1000,267,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,
2026-02-28 03:34:08,money-heist,roberta-base,,retrieval,12,title_full,article,anchor_sentence,raw,1000,267,0.001,0.026,0.029,0.06,0.126,0.266,0.507,0.0287,
2026-02-28 03:34:08,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,1000,267,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,
2026-02-28 03:34:09,money-heist,roberta-base,,retrieval,13,title_full,article,anchor_sentence,raw,1000,267,0.013,0.016,0.029,0.067,0.109,0.266,0.506,0.0334,
2026-02-28 03:34:09,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,1000,267,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,
2026-02-28 03:34:09,money-heist,roberta-base,,retrieval,14,title_full,article,anchor_sentence,raw,1000,267,0.013,0.026,0.034,0.06,0.132,0.293,0.484,0.0353,
2026-02-28 03:34:09,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,1000,267,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,
2026-02-28 03:34:09,money-heist,roberta-base,,retrieval,15,title_full,article,anchor_sentence,raw,1000,267,0.016,0.025,0.039,0.064,0.126,0.284,0.526,0.0375,
2026-02-28 03:34:09,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,1000,267,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,
2026-02-28 03:34:10,money-heist,roberta-base,,retrieval,16,title_full,article,anchor_sentence,raw,1000,267,0.006,0.025,0.033,0.046,0.111,0.277,0.491,0.0295,
2026-02-28 03:34:10,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,1000,267,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,
2026-02-28 03:34:10,money-heist,roberta-base,,retrieval,17,title_full,article,anchor_sentence,raw,1000,267,0.016,0.026,0.028,0.052,0.108,0.249,0.523,0.0356,
2026-02-28 03:34:10,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,1000,267,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,
2026-02-28 03:34:10,money-heist,roberta-base,,retrieval,18,title_full,article,anchor_sentence,raw,1000,267,0.013,0.022,0.028,0.061,0.112,0.253,0.501,0.0331,
2026-02-28 03:34:10,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,1000,267,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,
2026-02-28 03:34:11,money-heist,roberta-base,,retrieval,19,title_full,article,anchor_sentence,raw,1000,267,0.006,0.024,0.027,0.05,0.087,0.23,0.412,0.0268,
2026-02-28 03:34:11,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,1000,267,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,
2026-02-28 03:34:11,money-heist,roberta-base,,retrieval,20,title_full,article,anchor_sentence,raw,1000,267,0.013,0.022,0.03,0.059,0.111,0.265,0.49,0.0338,
2026-02-28 03:34:11,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,1000,267,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
2026-02-28 03:34:11,money-heist,roberta-base,,retrieval,21,title_full,article,anchor_sentence,raw,1000,267,0.013,0.016,0.028,0.065,0.084,0.242,0.464,0.0311,
2026-02-28 03:34:12,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,1000,267,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,
2026-02-28 03:34:12,money-heist,roberta-base,,retrieval,22,title_full,article,anchor_sentence,raw,1000,267,0.007,0.033,0.042,0.084,0.161,0.263,0.36,0.0342,
2026-02-28 03:34:12,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,1000,267,0.035,0.042,0.042,0.042,0.042,0.042,0.042,0.0383,
2026-02-28 03:34:12,money-heist,roberta-base,,retrieval,23,title_full,article,anchor_sentence,raw,1000,267,0.008,0.033,0.046,0.081,0.16,0.258,0.355,0.0349,
2026-02-28 03:34:12,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,1000,267,0.035,0.045,0.046,0.046,0.046,0.046,0.046,0.0403,
2026-02-28 03:34:13,money-heist,roberta-base,,retrieval,24,title_full,article,anchor_sentence,raw,1000,267,0.013,0.022,0.027,0.064,0.08,0.224,0.463,0.0311,
2026-02-28 03:34:13,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,1000,267,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,
